# generated 2026-08-17 17:51:50 +0800 by e3_analyze.py (l1-e3-analysis-1)
# E3 dedup rule: last row per (arm, budget_level, pipeline, repeat, item_id); earlier rows are superseded attempts
# suite suite.jsonl sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
# adjustment schema sha256 1115fa83d8910ed18a4fa1a421e80aaf4629f4c91fc22f83c81ba32c3fa39321
# E3 slice E3-240 sha256 84b24f0232754344a4c16bcbe9e697b12aef9c707661a365c111424ee861e3e5 (240 items)
# guard configurations: UNGUARDED b932b4a480c187968da8445242479be77d62341b7f35753f9cba7fdc3500dc89, G_FEAS 6176c8978a84adf727594d2a7a574dad6e03628e1d3cdddefbf76cfa79122390, G_CERT 52c094406252bf1ab57350d1ec4f9165f8bc4f7d83df2b99e1fb52356e829a42
# ladder anchors: /home/ziheng/PaperL1/analysis/ladder (reconciliation 4208/4208 passed)
# /home/ziheng/PaperL1/results/e3_qwen14b/trajectories.jsonl sha256 604f356e6dc1625f83c816221fe87a61676a25cfcb1d7942fb70461f699c1204
# /home/ziheng/PaperL1/results/e3_qwen14b/calls.jsonl sha256 02b7d7d6018f16185c58c0c6db68aa04ece5e0071711ed35f388bd0eb90ff571
# /home/ziheng/PaperL1/results/e3_replay_qwen14b/verdicts.jsonl sha256 02000960325ccbef18394354273795ab22638e252eb7a1f4478a8ad26ad99606
# /home/ziheng/PaperL1/results/e3_replay_qwen14b/summary.json sha256 5db2ae0bb56ffb3cd22822db4e1535aec85967dda806639384344e9898153d5f
# /home/ziheng/PaperL1/results/e3_qwen27b/trajectories.jsonl sha256 027f860346b1a8699699f98b05021a57f3087053d87d740770024d012bd1f278
# /home/ziheng/PaperL1/results/e3_qwen27b/calls.jsonl sha256 465f593d8d41de1e32fe3bf0d1e53d39936a238d38580272b2b1bf89daebe699
# /home/ziheng/PaperL1/results/e3_replay_qwen27b/verdicts.jsonl sha256 a21c32d9ff46d67068822a7b95db6bb4041d268e6816bf7351af8899ef3462de
# /home/ziheng/PaperL1/results/e3_replay_qwen27b/summary.json sha256 857e61c9e8cb14d8b1bd2b391da3a187e9917d2b47c10839898994a8779622ee
# /home/ziheng/PaperL1/results/e3_openai/trajectories.jsonl sha256 a43366e597f6d8b2d4daffc7aebc3c05aa81bbb589a47b61e51a28054483b788
# /home/ziheng/PaperL1/results/e3_openai/calls.jsonl sha256 d77aca570ce5a50376931a1ae0d35fff1ed3fea87895e83b6c3a7ef8604f1136
# /home/ziheng/PaperL1/results/e3_replay_openai/verdicts.jsonl sha256 168a8b20626a3b70ea16308f7a56af95abe146da4e5607fdb3d3b6f36692dfee
# /home/ziheng/PaperL1/results/e3_replay_openai/summary.json sha256 ce1e2d5d91be629bf059f7d3c8e0efb53b698f89a07ace4fd5eb397b459fe62f
# /home/ziheng/PaperL1/results/e3_deepseek/trajectories.jsonl sha256 4d34fcdb78f405748b1cd8b7784f4b37f059c12a59232629b059f4593d04197f
# /home/ziheng/PaperL1/results/e3_deepseek/calls.jsonl sha256 e27dd7d19e9b1613dab14d2b85bc49c97b3471e52d4880f3e6ab8367e230b7c5
# /home/ziheng/PaperL1/results/e3_replay_deepseek/verdicts.jsonl sha256 8e42a2c7a2730cee28e6de7aba54b4f96f88c87a712eb5a95c83fb8549106d4b
# /home/ziheng/PaperL1/results/e3_replay_deepseek/summary.json sha256 71a18e38480b7f4c69cf1a64175231c5224f8361300d2f0f77b35a9f3c5b13a9
# /home/ziheng/PaperL1/results/e3_sonnet/trajectories.jsonl sha256 36fb12389daceec2a8b4a11779c4593c3af3bc25887c8888fb94d3aba49a129e
# /home/ziheng/PaperL1/results/e3_sonnet/calls.jsonl sha256 951b14ebefb47a1fe40b4caffab1c97f397551ff4d921e9e4e00f47678c87753
# /home/ziheng/PaperL1/results/e3_replay_sonnet/verdicts.jsonl sha256 8784318b09fb75599bb1d562cf156c3838b407833647fe82712e333b3d46ca36
# /home/ziheng/PaperL1/results/e3_replay_sonnet/summary.json sha256 220adec6a82e3698c5d713681dd05f902ad4f943fd1fc8147ce427e8b319e7ed
# /home/ziheng/PaperL1/results/e3_opus/trajectories.jsonl sha256 e8e32230b294a996e3e6cca11deae0fabf5f3d9d157707d540d628e189c27772
# /home/ziheng/PaperL1/results/e3_opus/calls.jsonl sha256 9e0d0e5ec13594ddb69278766aaadcff2d0e89dfb1c7bc78e422bac1a019ade6
# /home/ziheng/PaperL1/results/e3_replay_opus/verdicts.jsonl sha256 9af87fa798a1aede09a82db34cadee9455d6d20b65302c16f0a4ac89b2453a17
# /home/ziheng/PaperL1/results/e3_replay_opus/summary.json sha256 c4ee48fb4393dcaff42794cf3b16690777bf827faed96f0df60a48b823ccc2f1
# every verdict is recomputed from the trajectory log with e3_replay's own evaluation path and asserted equal to results/e3_replay_*; no number is adjusted to make an assertion pass
step,step_meaning,arm,model,mode,scope,items,share_applied_with_certificate,share_applied_uncertified,share_referred_to_human,share_blocked_correctly,share_blocked_falsely,share_execution_failed,share_unhandled,share_model_refused,violation_pass_through,violation_pass_through_nonempty,violation_pass_through_strict,violation_pass_through_strict_nonempty,violation_pass_through_fault,certified_gap_median,warranted_outcome_rate,wwt_original_mean_bh,wwt_original_median_bh,wwt_original_max_bh,wwt_original_vs_rule_bh,wwt_original_median_vs_rule_bh,budget_level,budget_tokens,variant,in_freeze,repeats,rule_scope,wwt_original_vs_rule_fullsuite_bh,cap_binding_share,all_tokens_median,variant_tokens_median,n_referred_empty_ops
7. MULTI,"MASC-style role pipeline, guarded and unguarded",deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained / - / loose / MULTI-UG,e3_benign,96,,,1.000000,,,,,,,,,,,,1.000000,690.3013,573.4680,2859.5096,-12.7917,-64.2836,loose,20000,MULTI-UG,True,1,E3-240 slice,-1.7564,0.229167,9109.5,6579.0,96
6. SINGLE+G,one tool-equipped model behind G-CERT,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained / - / loose / SINGLE-UG *,e3_240,240,,,1.000000,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,703.0929,637.7516,2859.5096,0.0000,0.0000,loose,20000,SINGLE-UG *,False,1,E3-240 slice,11.0352,0.245833,5036.0,3398.0,240
6. SINGLE+G,one tool-equipped model behind G-CERT,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained / - / loose / SINGLE-UG *,e3_oracle_domain,120,,,1.000000,,,,,,0.000000,0.000000,0.000000,0.000000,0.000000,,1.000000,719.8731,637.7516,2859.5096,16.7802,0.0000,loose,20000,SINGLE-UG *,False,1,E3-240 slice,27.8154,0.233333,4907.0,3406.5,120
6. SINGLE+G,one tool-equipped model behind G-CERT,deepseek,"DeepSeek V4-Pro (open weights, hosted)",M_constrained / - / loose / SINGLE-UG *,e3_benign,96,,,1.000000,,,,,,,,,,,,1.000000,690.3013,573.4680,2859.5096,-12.7917,-64.2836,loose,20000,SINGLE-UG *,False,1,E3-240 slice,-1.7564,0.281250,5805.5,3406.5,96
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / SINGLE+G,e3_240,240,0.516667,,0.362500,0.112500,0.008333,,,,0.340278,0.340278,0.229167,0.229167,0.187500,0.012309,0.991667,703.2604,637.7516,2859.5096,0.1674,0.0000,tight,6000,SINGLE+G,True,1,E3-240 slice,11.2027,0.391667,5022.0,5022.0,87
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / SINGLE+G,e3_oracle_domain,120,0.666667,,0.316667,,0.016667,,,,0.208333,0.208333,0.208333,0.208333,0.208333,0.012309,0.983333,719.7875,637.7516,2859.5096,16.6946,0.0000,tight,6000,SINGLE+G,True,1,E3-240 slice,27.7298,0.316667,5041.5,5041.5,38
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / SINGLE+G,e3_benign,96,0.781250,,0.197917,,0.020833,,,,,,,,,0.012309,0.979167,690.2022,573.4680,2859.5096,-12.8907,-64.2836,tight,6000,SINGLE+G,True,1,E3-240 slice,-1.8554,0.375000,4873.0,4873.0,19
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / MULTI-G,e3_240,240,0.204167,,0.733333,0.041667,0.020833,,,,0.180556,0.180556,0.152778,0.152778,0.131944,0.008896,0.979167,703.2379,637.7516,2859.5096,0.1450,0.0000,tight,6000,MULTI-G,True,1,E3-240 slice,11.1802,1.000000,3913.0,3913.0,176
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / MULTI-G,e3_oracle_domain,120,0.250000,,0.691667,0.016667,0.041667,,,,0.291667,0.291667,0.291667,0.291667,0.291667,0.010113,0.958333,720.2958,637.7516,2859.5096,17.2029,0.0000,tight,6000,MULTI-G,True,1,E3-240 slice,28.2381,1.000000,4000.0,4000.0,83
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / MULTI-G,e3_benign,96,0.239583,,0.708333,,0.052083,,,,,,,,,0.011267,0.947917,690.3068,573.4680,2859.5096,-12.7862,-64.2836,tight,6000,MULTI-G,True,1,E3-240 slice,-1.7509,1.000000,3786.5,3786.5,68
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / MULTI-UG,e3_240,240,,0.216667,0.733333,,,0.050000,,,0.201389,0.201389,0.173611,0.173611,0.152778,,0.733333,717.5984,637.7516,3135.1832,14.5055,0.0000,tight,6000,MULTI-UG,True,1,E3-240 slice,25.5407,1.000000,3913.0,3913.0,176
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / MULTI-UG,e3_oracle_domain,120,,0.250000,0.691667,,,0.058333,,,0.291667,0.291667,0.291667,0.291667,0.291667,,0.691667,720.2958,637.7516,2859.5096,17.2029,0.0000,tight,6000,MULTI-UG,True,1,E3-240 slice,28.2381,1.000000,4000.0,4000.0,83
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / MULTI-UG,e3_benign,96,,0.239583,0.708333,,,0.052083,,,,,,,,,0.708333,690.3068,573.4680,2859.5096,-12.7862,-64.2836,tight,6000,MULTI-UG,True,1,E3-240 slice,-1.7509,1.000000,3786.5,3786.5,68
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / SINGLE-UG *,e3_240,240,,0.600000,0.362500,,,0.037500,,,0.472222,0.472222,0.354167,0.354167,0.305556,,0.362500,736.6626,637.7516,2859.5096,33.5697,0.0000,tight,6000,SINGLE-UG *,False,1,E3-240 slice,44.6049,0.391667,5022.0,5022.0,87
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / SINGLE-UG *,e3_oracle_domain,120,,0.675000,0.316667,,,0.008333,,,0.208333,0.208333,0.208333,0.208333,0.208333,,0.316667,719.7875,637.7516,2859.5096,16.6946,0.0000,tight,6000,SINGLE-UG *,False,1,E3-240 slice,27.7298,0.316667,5041.5,5041.5,38
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / tight / SINGLE-UG *,e3_benign,96,,0.791667,0.197917,,,0.010417,,,,,,,,,0.197917,690.2022,573.4680,2859.5096,-12.8907,-64.2836,tight,6000,SINGLE-UG *,False,1,E3-240 slice,-1.8554,0.375000,4873.0,4873.0,19
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / SINGLE+G,e3_240,240,0.683333,,0.304167,0.012500,,,,,0.479167,0.479167,0.333333,0.333333,0.291667,0.005020,1.000000,703.2604,637.7516,2859.5096,0.1674,0.0000,loose,24000,SINGLE+G,True,1,E3-240 slice,11.2027,0.020833,5866.5,5866.5,73
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / SINGLE+G,e3_oracle_domain,120,0.825000,,0.175000,,,,,,0.166667,0.166667,0.166667,0.166667,0.166667,0.005020,1.000000,719.7875,637.7516,2859.5096,16.6946,0.0000,loose,24000,SINGLE+G,True,1,E3-240 slice,27.7298,0.016667,5807.0,5807.0,21
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / SINGLE+G,e3_benign,96,0.989583,,0.010417,,,,,,,,,,,0.007960,1.000000,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,24000,SINGLE+G,True,1,E3-240 slice,-1.8554,0.010417,5847.0,5847.0,1
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / MULTI-G,e3_240,240,0.650000,,0.333333,0.016667,,,,,0.437500,0.437500,0.291667,0.291667,0.236111,0.007960,1.000000,703.4399,637.7516,2859.5096,0.3470,0.0000,loose,24000,MULTI-G,True,1,E3-240 slice,11.3822,0.029167,10316.5,10316.5,80
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / MULTI-G,e3_oracle_domain,120,0.800000,,0.200000,,,,,,0.125000,0.125000,0.125000,0.125000,0.125000,0.007960,1.000000,720.1399,637.7516,2859.5096,17.0470,0.0000,loose,24000,MULTI-G,True,1,E3-240 slice,28.0823,0.016667,10224.5,10224.5,24
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / MULTI-G,e3_benign,96,0.968750,,0.031250,,,,,,,,,,,0.008896,1.000000,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,24000,MULTI-G,True,1,E3-240 slice,-1.8554,0.010417,10396.0,10396.0,3
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / MULTI-UG,e3_240,240,,0.737500,0.237500,,,0.025000,,,0.583333,0.583333,0.430556,0.430556,0.375000,,0.237500,743.9095,652.9636,2859.5096,40.8166,15.2120,loose,24000,MULTI-UG,True,1,E3-240 slice,51.8518,0.029167,10316.5,10049.0,57
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / MULTI-UG,e3_oracle_domain,120,,0.800000,0.191667,,,0.008333,,,0.125000,0.125000,0.125000,0.125000,0.125000,,0.191667,720.1399,637.7516,2859.5096,17.0470,0.0000,loose,24000,MULTI-UG,True,1,E3-240 slice,28.0823,0.016667,10224.5,10156.0,23
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / MULTI-UG,e3_benign,96,,0.968750,0.020833,,,0.010417,,,,,,,,,0.020833,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,24000,MULTI-UG,True,1,E3-240 slice,-1.8554,0.010417,10396.0,10340.0,2
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / SINGLE-UG *,e3_240,240,,0.754167,0.216667,,,0.029167,,,0.597222,0.597222,0.444444,0.444444,0.395833,,0.216667,744.6920,637.7516,2859.5096,41.5991,0.0000,loose,24000,SINGLE-UG *,False,1,E3-240 slice,52.6343,0.020833,5866.5,5666.5,52
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / SINGLE-UG *,e3_oracle_domain,120,,0.825000,0.166667,,,0.008333,,,0.166667,0.166667,0.166667,0.166667,0.166667,,0.166667,719.7875,637.7516,2859.5096,16.6946,0.0000,loose,24000,SINGLE-UG *,False,1,E3-240 slice,27.7298,0.016667,5807.0,5712.0,20
6. SINGLE+G,one tool-equipped model behind G-CERT,sonnet,Claude Sonnet 5 (closed),M_constrained / - / loose / SINGLE-UG *,e3_benign,96,,0.989583,,,,0.010417,,,,,,,,,0.000000,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,24000,SINGLE-UG *,False,1,E3-240 slice,-1.8554,0.010417,5847.0,5817.0,0
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / SINGLE+G,e3_240,240,0.550000,,0.304167,0.129167,0.016667,,,,0.333333,0.333333,0.159722,0.159722,0.145833,0.010132,0.983333,703.4079,637.7516,2859.5096,0.3150,0.0000,tight,6500,SINGLE+G,True,1,E3-240 slice,11.3502,0.412500,5936.5,5936.5,73
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / SINGLE+G,e3_oracle_domain,120,0.716667,,0.250000,,0.033333,,,,0.083333,0.083333,0.083333,0.083333,0.083333,0.010894,0.966667,720.0728,637.7516,2859.5096,16.9799,0.0000,tight,6500,SINGLE+G,True,1,E3-240 slice,28.0151,0.358333,5989.0,5989.0,30
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / SINGLE+G,e3_benign,96,0.875000,,0.083333,,0.041667,,,,,,,,,0.010894,0.958333,690.2022,573.4680,2859.5096,-12.8907,-64.2836,tight,6500,SINGLE+G,True,1,E3-240 slice,-1.8554,0.406250,6082.0,6082.0,8
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / MULTI-G,e3_240,240,0.125000,,0.858333,0.012500,0.004167,,,,0.097222,0.097222,0.083333,0.083333,0.055556,0.008896,0.995833,703.1006,637.7516,2859.5096,0.0076,0.0000,tight,6500,MULTI-G,True,1,E3-240 slice,11.0429,1.000000,5199.5,5199.5,206
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / MULTI-G,e3_oracle_domain,120,0.141667,,0.850000,,0.008333,,,,0.041667,0.041667,0.041667,0.041667,0.041667,0.008896,0.991667,719.8779,637.7516,2859.5096,16.7850,0.0000,tight,6500,MULTI-G,True,1,E3-240 slice,27.8202,1.000000,5338.0,5338.0,102
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / MULTI-G,e3_benign,96,0.166667,,0.822917,,0.010417,,,,,,,,,0.003614,0.989583,690.3073,573.4680,2859.5096,-12.7857,-64.2836,tight,6500,MULTI-G,True,1,E3-240 slice,-1.7504,1.000000,4888.0,4888.0,79
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / MULTI-UG,e3_240,240,,0.129167,0.858333,,,0.012500,,,0.104167,0.104167,0.090278,0.090278,0.062500,,0.858333,704.8866,637.7516,2859.5096,1.7937,0.0000,tight,6500,MULTI-UG,True,1,E3-240 slice,12.8289,1.000000,5199.5,5199.5,206
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / MULTI-UG,e3_oracle_domain,120,,0.141667,0.850000,,,0.008333,,,0.041667,0.041667,0.041667,0.041667,0.041667,,0.850000,719.8779,637.7516,2859.5096,16.7850,0.0000,tight,6500,MULTI-UG,True,1,E3-240 slice,27.8202,1.000000,5338.0,5338.0,102
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / MULTI-UG,e3_benign,96,,0.166667,0.822917,,,0.010417,,,,,,,,,0.822917,690.3073,573.4680,2859.5096,-12.7857,-64.2836,tight,6500,MULTI-UG,True,1,E3-240 slice,-1.7504,1.000000,4888.0,4888.0,79
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / SINGLE-UG *,e3_240,240,,0.654167,0.304167,,,0.041667,,,0.500000,0.500000,0.319444,0.319444,0.298611,,0.304167,740.7102,637.7516,2859.5096,37.6173,0.0000,tight,6500,SINGLE-UG *,False,1,E3-240 slice,48.6525,0.412500,5936.5,5936.5,73
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / SINGLE-UG *,e3_oracle_domain,120,,0.725000,0.250000,,,0.025000,,,0.083333,0.083333,0.083333,0.083333,0.083333,,0.250000,720.0728,637.7516,2859.5096,16.9799,0.0000,tight,6500,SINGLE-UG *,False,1,E3-240 slice,28.0151,0.358333,5989.0,5989.0,30
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / tight / SINGLE-UG *,e3_benign,96,,0.885417,0.083333,,,0.031250,,,,,,,,,0.083333,690.2022,573.4680,2859.5096,-12.8907,-64.2836,tight,6500,SINGLE-UG *,False,1,E3-240 slice,-1.8554,0.406250,6082.0,6082.0,8
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / SINGLE+G,e3_240,240,0.658333,,0.341667,,,,,,0.437500,0.437500,0.250000,0.250000,0.236111,0.004660,1.000000,706.2300,637.7516,2859.5096,3.1370,0.0000,loose,26000,SINGLE+G,True,1,E3-240 slice,14.1723,0.016667,6237.5,6237.5,82
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / SINGLE+G,e3_oracle_domain,120,0.808333,,0.191667,,,,,,0.083333,0.083333,0.083333,0.083333,0.083333,0.007960,1.000000,719.9960,637.7516,2859.5096,16.9031,0.0000,loose,26000,SINGLE+G,True,1,E3-240 slice,27.9383,0.016667,6185.0,6185.0,23
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / SINGLE+G,e3_benign,96,0.989583,,0.010417,,,,,,,,,,,0.007960,1.000000,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,26000,SINGLE+G,True,1,E3-240 slice,-1.8554,0.010417,6185.0,6185.0,1
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / MULTI-G,e3_240,240,0.637500,,0.354167,0.004167,0.004167,,,,0.416667,0.416667,0.222222,0.222222,0.208333,0.007960,0.995833,706.1289,637.7516,2859.5096,3.0360,0.0000,loose,26000,MULTI-G,True,1,E3-240 slice,14.0712,0.033333,13247.0,13247.0,85
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / MULTI-G,e3_oracle_domain,120,0.775000,,0.216667,,0.008333,,,,0.000000,0.000000,0.000000,0.000000,0.000000,0.008896,0.991667,719.7939,637.7516,2859.5096,16.7009,0.0000,loose,26000,MULTI-G,True,1,E3-240 slice,27.7362,0.033333,13036.5,13036.5,26
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / MULTI-G,e3_benign,96,0.968750,,0.020833,,0.010417,,,,,,,,,0.008896,0.989583,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,26000,MULTI-G,True,1,E3-240 slice,-1.8554,0.031250,13377.0,13377.0,2
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / MULTI-UG,e3_240,240,,0.708333,0.258333,,,0.033333,,,0.548611,0.548611,0.347222,0.347222,0.333333,,0.258333,750.4759,652.9636,2859.5096,47.3830,15.2120,loose,26000,MULTI-UG,True,1,E3-240 slice,58.4182,0.033333,13247.0,13029.0,62
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / MULTI-UG,e3_oracle_domain,120,,0.758333,0.216667,,,0.025000,,,0.000000,0.000000,0.000000,0.000000,0.000000,,0.216667,719.7939,637.7516,2859.5096,16.7009,0.0000,loose,26000,MULTI-UG,True,1,E3-240 slice,27.7362,0.033333,13036.5,12912.5,26
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / MULTI-UG,e3_benign,96,,0.947917,0.020833,,,0.031250,,,,,,,,,0.020833,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,26000,MULTI-UG,True,1,E3-240 slice,-1.8554,0.031250,13377.0,13347.0,2
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / SINGLE-UG *,e3_240,240,,0.733333,0.229167,,,0.037500,,,0.576389,0.576389,0.381944,0.381944,0.361111,,0.229167,751.1062,652.9636,2859.5096,48.0133,15.2120,loose,26000,SINGLE-UG *,False,1,E3-240 slice,59.0485,0.016667,6237.5,6093.0,55
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / SINGLE-UG *,e3_oracle_domain,120,,0.791667,0.183333,,,0.025000,,,0.083333,0.083333,0.083333,0.083333,0.083333,,0.183333,719.9960,637.7516,2859.5096,16.9031,0.0000,loose,26000,SINGLE-UG *,False,1,E3-240 slice,27.9383,0.016667,6185.0,6168.5,22
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",M_constrained / - / loose / SINGLE-UG *,e3_benign,96,,0.968750,,,,0.031250,,,,,,,,,0.000000,690.2022,573.4680,2859.5096,-12.8907,-64.2836,loose,26000,SINGLE-UG *,False,1,E3-240 slice,-1.8554,0.010417,6185.0,6170.5,0
