# generated 2026-08-17 17:24:01 +0800 by paper_tables.py (l1-paper-tables-1)
# dedup rule applied to the hosted raw logs before evaluation: last row per (mode, thinking, repeat, item_id); hosted logs only
# suite suite.jsonl sha256 0a0b471f4d04ba035dd12388c919c75a9b7aee6db52bf153f6295f185530908a
# adjustment schema sha256 1115fa83d8910ed18a4fa1a421e80aaf4629f4c91fc22f83c81ba32c3fa39321
# ladder anchors: /home/ziheng/PaperL1/analysis/ladder (reconciliation 4208/4208 passed)
# /home/ziheng/PaperL1/results/e1_eval_qwen14b/summary.json sha256 793c76b07b492ef0fd70878913b6c90449fa7d884edd530817eaf98c1c51c1c8
# /home/ziheng/PaperL1/results/e1_eval_qwen27b/summary.json sha256 78745e80ca0550e27d754b70e2e8f8bd7d33a6ba11b419852ec4c05a9c5a57d5
# /home/ziheng/PaperL1/results/e1_eval_glm9b/summary.json sha256 bb806173f35bcd5013b1a9b77223f0d2e16346375670a6dca65dbb8859099724
# /home/ziheng/PaperL1/results/e1_eval_gpt54mini/summary.json sha256 5da1e6beba8ac75283ee1e5f9352c2fff80eb08fe74f590e551b35b5364fa028
# /home/ziheng/PaperL1/results/e1_eval_deepseek/summary.json sha256 574ebad8772fe47ec758487469231be95f2e457399fa619ad553b571dc8ee8f9
# /home/ziheng/PaperL1/results/e1_eval_sonnet5/summary.json sha256 e50203a3a4474af675a4ed1e397c52ecd1f1b057502f21987d01ec6e8878e4f6
# /home/ziheng/PaperL1/results/e1_eval_opus5/summary.json sha256 d1ab21e2a71280e44d8eed9feda0f8031e4c3160d17fd995414d6a1398ae4f15
# /home/ziheng/PaperL1/results/e1_eval_sol/summary.json sha256 fa3ae6264fcdfbd3b311ad59a8ed88bc8540176adea8b4b043b2fecf5086379d
# /home/ziheng/PaperL1/results/e2_tau_sweep/curves.csv sha256 e9ca179c57029c6ae23d0512f12da901884072192c96addff321de94bf04fc76
# rows are the accepted record; every overlapping cell is asserted equal to it
step,step_meaning,arm,model,mode,scope,items,share_applied_with_certificate,share_applied_uncertified,share_referred_to_human,share_blocked_correctly,share_blocked_falsely,share_execution_failed,share_unhandled,share_model_refused,violation_pass_through,violation_pass_through_nonempty,violation_pass_through_strict,violation_pass_through_strict_nonempty,violation_pass_through_fault,certified_gap_median,warranted_outcome_rate,wwt_original_mean_bh,wwt_original_median_bh,wwt_original_max_bh,wwt_original_vs_rule_bh,wwt_original_median_vs_rule_bh
4. G-FEAS,the field's standard guard: schema and feasibility gate,opus,"Claude Opus 5 (closed, flagship)",M_free / disabled,benign,1600,,0.050625,,,0.229375,,,0.720000,,,,,,0.002014,0.000000,682.6328,567.9288,2859.5096,-9.4248,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_constrained / default,full_suite,4000,0.847750,,,0.136000,0.015750,,,0.000500,0.772500,0.390417,0.567083,0.185000,0.486667,0.010113,0.983750,691.5123,567.9288,2859.5096,-0.5454,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_constrained / default,oracle_domain,2000,0.961500,,,0.007000,0.031500,,,,0.965000,0.005000,0.965000,0.005000,0.965000,0.010113,0.968500,691.2444,567.9288,2859.5096,-0.8133,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_constrained / default,benign,1600,0.960625,,,,0.039375,,,,,,,,,0.010113,0.960625,681.2671,567.9288,2859.5096,-10.7906,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_constrained / disabled,full_suite,4000,0.812000,,,0.167500,0.020000,,,0.000500,0.720000,0.385417,0.522083,0.187500,0.428333,0.010113,0.979500,691.6082,567.9288,2859.5096,-0.4495,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_constrained / disabled,oracle_domain,2000,0.953000,,,0.007000,0.040000,,,,0.965000,0.012500,0.965000,0.012500,0.965000,0.010113,0.960000,691.2342,567.9288,2859.5096,-0.8235,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_constrained / disabled,benign,1600,0.950000,,,,0.050000,,,,,,,,,0.009313,0.950000,681.2542,567.9288,2859.5096,-10.8034,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_free / default,full_suite,4000,0.062500,,,0.073000,0.112250,,,0.752250,0.096250,0.010417,0.094583,0.008750,0.090000,0.008896,0.135500,692.0555,567.9288,2859.5096,-0.0022,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_free / default,oracle_domain,2000,0.083000,,,0.003500,0.224500,,,0.689000,0.367500,0.000000,0.367500,0.000000,0.367500,0.010113,0.086500,692.3766,567.9288,2859.5096,0.3189,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_free / default,benign,1600,0.011875,,,,0.280625,,,0.707500,,,,,,0.001454,0.011875,682.6823,567.9288,2859.5096,-9.3754,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_free / disabled,full_suite,4000,0.063500,,,0.064250,0.092250,,,0.780000,0.072917,0.028750,0.063750,0.019583,0.057917,0.002671,0.127750,692.0634,567.9288,2859.5096,0.0058,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_free / disabled,oracle_domain,2000,0.077500,,,,0.184500,,,0.738000,0.190000,0.000000,0.190000,0.000000,0.190000,0.002014,0.077500,692.3371,567.9288,2859.5096,0.2794,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",opus,"Claude Opus 5 (closed, flagship)",M_free / disabled,benign,1600,0.049375,,,,0.230625,,,0.720000,,,,,,0.001453,0.049375,682.6328,567.9288,2859.5096,-9.4248,0.0000
6. SINGLE+G,one tool-equipped model behind G-CERT,opus,"Claude Opus 5 (closed, flagship)",pending E3,-,,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3
7. MULTI,"MASC-style role pipeline, guarded and unguarded",opus,"Claude Opus 5 (closed, flagship)",pending E3,-,,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3
3. UNGUARDED,"to-be floor: model proposals applied, schema-repaired only",sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,full_suite,2000,,0.935500,,,,0.064500,,,0.930000,0.591667,0.729167,0.390833,0.644167,0.016342,0.000000,733.9592,619.2284,3987.3928,41.9015,51.2996
3. UNGUARDED,"to-be floor: model proposals applied, schema-repaired only",sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,oracle_domain,1000,,0.955000,,,,0.045000,,,1.000000,0.050000,1.000000,0.050000,1.000000,0.010894,0.000000,691.2244,567.9288,2859.5096,-0.8333,0.0000
3. UNGUARDED,"to-be floor: model proposals applied, schema-repaired only",sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,benign,800,,0.943750,,,,0.056250,,,,,,,,0.010894,0.000000,681.2420,567.9288,2859.5096,-10.8157,0.0000
4. G-FEAS,the field's standard guard: schema and feasibility gate,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,full_suite,2000,,0.917500,,0.058500,0.024000,,,,0.902500,0.564167,0.701667,0.363333,0.617500,0.016342,0.058500,727.9916,619.2284,3987.3928,35.9339,51.2996
4. G-FEAS,the field's standard guard: schema and feasibility gate,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,oracle_domain,1000,,0.952000,,,0.048000,,,,1.000000,0.050000,1.000000,0.050000,1.000000,0.010894,0.000000,691.2244,567.9288,2859.5096,-0.8333,0.0000
4. G-FEAS,the field's standard guard: schema and feasibility gate,sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,benign,800,,0.940000,,,0.060000,,,,,,,,,0.010894,0.000000,681.2420,567.9288,2859.5096,-10.8157,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,full_suite,2000,0.802500,,,0.163000,0.034500,,,,0.728333,0.399167,0.533333,0.204167,0.454167,0.010790,0.965500,691.4186,567.9288,2859.5096,-0.6391,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,oracle_domain,1000,0.924000,,,0.007000,0.069000,,,,0.965000,0.050000,0.965000,0.050000,0.965000,0.010113,0.931000,691.2312,567.9288,2859.5096,-0.8265,0.0000
5. G-CERT,"the deliverable: all three stages gate, certificate on accept",sol,"GPT-5.6 Sol (closed, flagship spot-check)",M_constrained / none,benign,800,0.913750,,,,0.086250,,,,,,,,,0.010113,0.913750,681.2505,567.9288,2859.5096,-10.8072,0.0000
6. SINGLE+G,one tool-equipped model behind G-CERT,sol,"GPT-5.6 Sol (closed, flagship spot-check)",pending E3,-,,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3
7. MULTI,"MASC-style role pipeline, guarded and unguarded",sol,"GPT-5.6 Sol (closed, flagship spot-check)",pending E3,-,,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3,pending E3
